word	Complex Substance (Locke) <> Mixed Modes (Locke)	Concrete (Brysbaert et al 2014) <> Abstract (Brysbaert et al 2014)	Concrete (HGI) <> Abstract (HGI)	Hard Seed (Heuser & Le-Khac 2012) <> Abstract Values (Heuser & Le-Khac 2012)	Pre-1150 Words (Underwood & Sellars 2012) <> Post-1150 Words (Underwood & Sellars 2012)	Specific Complex Substance (Locke) <> General Complex Substance (Locke)	fpm	lang	pos	rank	ConcAbs (Locke)	ConcAbs (HGI)	lemma	perc_caps	pos_byu	rank_byu
deliver	0.024413167499	0.06543168425559999	-0.0864946991205	-0.026122787967400002	-0.031677953898900005	-0.0461475029588	71.80237118939999	eng	v	1203	Neither	Neither	deliver	0.02	vv0	3166
deliverance	0.165693759918	0.125282168388	0.11285746842599999	0.038665719330300004	0.037566298618900006	0.039216287434099995	24.7721010104	eng	n	3104	Abstract	Neither	deliverance	0.28	nn1	27198
delivered	-0.0202853837981	0.0624546278268	0.0162776550278	-0.0255795260891	0.0216250056401	-0.05282277986409999	126.782910933	eng	v	670	Neither	Neither	deliver	0.01	vvn	4632
deliverer	0.04354740120469999	0.0653783790767	0.06999964267020001	0.0657781623304	0.00383095383768	0.0316718369722	6.03977714966		n	8386	Neither	Neither	deliverer	0.17	nn1	58463
deliverers	0.03159249108290001	0.11067135259500001	0.11185484752000001	0.10425561666500001	0.0550077576191	0.026938959024799997	0.741489551738		n	24638	Neither	Neither	deliverer	0.22	nn2	70522
delivering	0.0885182395577	0.10892933979599999	0.0602429676801	0.00478409591597	0.0774359293282	-0.024285924620900002	12.16209903		v	5232	Neither	Neither	deliver	0.03	vvg	7104
delivers	0.042281763628099996	0.056632099673100005	0.039467997849	-0.00502535759006	0.0122739882209	0.016759833321	7.096891025880001		v	7558	Neither	Neither	deliver	0.02	vvz	8755
delivery	0.0474157519639	-0.0187950693071	0.0115092918277	-0.038549624383400004	0.07290573418150001	-0.029138493351699997	19.9020711211	eng	n	3667	Neither	Neither	delivery	0.05	nn1	3431
delude	0.167568847537	0.185720100999	0.0713508874178	0.144553393126	0.05469663254919999	0.11206218227800001	2.84538344386	eng	v	13061	Abstract	Neither	delude	0.04	vv0	45937
deluded	0.12423609197100001	0.21673616021899997	0.190373316407	0.19093475490800002	0.06789729371669999	0.119241353125	9.51669193488	eng	v	6211	Abstract	Abstract	delude	0.02	vvn	44583
deluding	0.159608796239	0.164244800806	0.12349976971799999	0.148917339742	-0.0062722847797	0.0697766020894	1.47691294805	eng	j	18137	Abstract	Neither	delude	0.0	vvg	55840
deluge	-0.0179892499	-0.048697596415900005	-0.0553476624191	-0.0248420406133	-0.012053256388700001	0.120599199086	9.04082089215	eng	n	6439	Neither	Neither	deluge	0.09	nn1	23812
delusion	0.217125967145	0.177998922766	0.18988350033799997	0.187996514141	0.10884133726399998	0.174058318138	6.17095214989	eng	n	8272	Abstract	Abstract	delusion	0.06	nn1	20544
delusions	0.16998770833000001	0.182661153376	0.141925305128	0.15238121897	0.086910508573	0.14523402601500002	2.7834164554400003		n	13233	Abstract	Abstract	delusion	0.06	nn2	21513
delusive	0.17845357954500002	0.224087767303	0.206389307976	0.18595886975499998	0.0898027271033	0.134098142385	2.8084264157	eng	j	13161	Abstract	Abstract	delusive	0.0	jj	89831
demand	0.147349275649	0.09828552231189999	0.05506603606049999	0.10427729040400001	0.144418135285	0.0377531982959	55.7631427917	eng	n	1522	Abstract	Neither	demand	0.03	nn1	2215
demanded	-0.00989357312208	0.07353281229730001	0.04943121224640001	0.0386900473386	0.113858368248	-0.006946544628589999	33.7021301062		v	2402	Neither	Neither	demand	0.0	vvd	4872
demanding	0.0562063977123	0.11449227482100001	0.08705444633960001	0.05226290225980001	0.13125944137599999	0.00546006660443	5.85468861888	eng	v	8563	Neither	Neither	demand	0.01	vvg	4236
demands	0.21730698645100002	0.17424473911600002	0.141540527344	0.156820349395	0.16168781369899998	0.0881431512535	29.511159666199998		n	2702	Abstract	Abstract	demand	0.01	nn2	2852
demean	0.09673486277450001	0.170845277608	0.09096850827330001	0.187374353409	0.0436493717134	0.032750424929	1.41958455599	eng	v	18467	Neither	Neither	demean	0.01	vv0	38757
demerit	0.326788365841	0.23381412774399998	0.230960801244	0.221375182271	0.18151985853900002	0.204383589328	2.1424453267		v	15184	Abstract	Abstract	demerit	0.18	nn1	78545
demerits	0.27661822736200004	0.214555822313	0.17963771522	0.19274941086800002	0.172107480466	0.122809629887	1.3767963709200002		n	18723	Abstract	Abstract	demerit	0.1	nn2	56184
demesne	-0.12985291332	-0.0969407856462	-0.0602565910667	-0.0441422089934	0.036869565956300004	-0.0592799503356	2.81421487828	eng	n	13144	Concrete	Neither	demesne	0.15	nn1	85378
demise	-0.010317593812899999	-0.0346503909677	-0.0589733850211	-0.0016905273660100001	0.0778112597764	-0.0796682424843	5.81260819381	eng	n	8598	Neither	Neither	demise	0.02	nn1	9215
demo	-0.0350984223187	0.0229743844829	0.008049135096370001	0.0205599782057	0.115709371865	0.022981916554200003	1.0046234031999999	eng	f	21660	Neither	Neither	demo	0.19	nn1	20517
democracy	0.10283915326	0.121627613902	0.125123959035	0.189608380198	0.22306068986699998	0.19620852917399997	1.7131961023700002	eng	n	16932	Neither	Neither	democracy	0.1	nn1	1715
democrats	-0.0142486430705	0.0808298885822	0.07580156624319999	0.11542789638	0.0900678113103	0.0465574599802	1.2506220644200001		n	19596	Neither	Neither	democrat	0.98	nn2	1016
demolish	-0.026306630112200004	0.00956003507601	-0.131717957557	-0.0348561946303	0.023833220824599998	-0.0153408762999	1.6201444473	eng	v	17390	Neither	Neither	demolish	0.02	vv0	29319
demolished	-0.144585050642	-0.0564907938242	-0.10649238526799999	-0.08422073721889999	0.030329534784	-0.054928565397899996	4.8678199288199995		v	9576	Concrete	Neither	demolish	0.02	vvn	21413
demolition	0.0333719849587	0.0265785325318	0.00467955227214	0.0222696196288	0.16992575675299998	0.029835417866700003	1.57929093236	eng	n	17600	Neither	Neither	demolition	0.11	nn1	15509
demon	0.0963184833527	0.100768558681	0.12199050188100001	0.0977695956827	0.148357912898	0.13678084313799999	6.664064923080001	eng	n	7867	Neither	Neither	demon	0.16	nn1	10618
demons	-0.0469955019653	0.0755805447697	0.06988217309110001	0.0500499196351	0.0353751294315	0.140224181116	4.509172124709999		n	10029	Neither	Neither	demon	0.11	nn2	10031
demonstrable	0.155090466142	0.201308891177	0.242159694433	0.0897867493332	0.22403287887499998	0.206693723798	1.2882670385100001	eng	j	19317	Abstract	Abstract	demonstrable	0.01	jj	36407
demonstrate	0.21872217953200002	0.250523306429	0.180109485984	0.11805483326300001	0.242458947003	0.18763754516800002	7.77274042515	eng	v	7135	Abstract	Abstract	demonstrate	0.01	vv0	3463
demonstrated	0.149173803627	0.169048003853	0.178496040404	0.057458288967599996	0.25927250087299997	0.168924532831	8.47987792848		v	6740	Abstract	Abstract	demonstrate	0.0	vvn	5030
demonstrates	0.182772539556	0.202990271151	0.21009477227899997	0.0841067135334	0.202163361013	0.193778209389	2.05491297939		v	15500	Abstract	Abstract	demonstrate	0.0	vvz	6717
demonstrating	0.266686707735	0.243018642068	0.250610411167	0.109301049262	0.257104068995	0.181587740779	0.7535527209460001	eng	v	24484	Abstract	Abstract	demonstrate	0.03	vvg	8357
demonstration	0.267118915915	0.192079618573	0.263248130679	0.158797770738	0.247773721814	0.15869705379000001	11.9920387834	eng	n	5286	Abstract	Abstract	demonstration	0.08	nn1	5753
demonstrations	0.223282314837	0.186803549528	0.243736080825	0.176242634654	0.198593467474	0.08823925256729999	3.2303974574		n	12128	Abstract	Abstract	demonstration	0.03	nn2	6814
demonstrative	0.231451876461	0.224908836186	0.305229648948	0.17759039998	0.248353675007	0.173506624996	1.28273107453		j	19352	Abstract	Abstract	demonstrative	0.01	jj	39613
demur	0.09649254009130001	0.0261312052607	-0.007293208269409999	0.019305625930400003	0.06296905130149999	0.0225586872548	2.02681160531	eng	v	15608	Neither	Neither	demur	0.0	vv0	69896
demure	-0.012181402183999998	0.000213009123399	0.0792290717363	0.131204474717	-0.13503888249399998	-0.037524305284000005	0.919147322632	eng	j	22496	Neither	Neither	demure	0.04	jj	29411
demurred	0.025419655256	0.00786809017884	0.0281384838745	0.0007471491699099999	0.0839474014938	0.027387810871	1.87576671965		v	16242	Neither	Neither	demur	0.01	vvd	41962
den	-0.159192547203	-0.18766842782499998	-0.185983672738	-0.124883018434	-0.182596094907	-0.102704010904	13.8455554226	eng	n	4807	Concrete	Concrete	den	0.21	nn1	8516
denial	0.24989497661600002	0.202120222151	0.20142830908300002	0.227544821798	0.142877750099	0.0963966213168	11.4442967331	eng	n	5463	Abstract	Abstract	denial	0.07	nn1	6684
denials	0.23218628764199997	0.202428601682	0.187640331686	0.195331439375	0.0806423425674	0.037380984053	0.858800585527		n	23140	Abstract	Abstract	denial	0.03	nn2	21457
denied	0.09484413638710001	0.219409115612	0.163481160999	0.11791272834000001	0.09932872280470001	0.0852216444909	50.995123123199996		v	1673	Neither	Abstract	deny	0.01	vvn	4993
deniers	-0.04468904808159999	-0.0351864239201	0.0133116976358	-0.0175855746493	0.0236073741689	-0.0038340374594499995	0.762624386138		n	24383	Neither	Neither	denier	0.04	nn2	52535
denies	0.114632513374	0.16317549347899998	0.119385898113	0.0621890574693	0.0419254433363	0.11251167207900001	11.373126913699998		v	5491	Neither	Neither	deny	0.01	vvz	8339
denominated	-0.00936857564374	0.0751872174442	0.0685161091388	0.0046913464320699995	0.11083801090800001	0.0823376178742	5.9450073063		v	8462	Neither	Neither	denominate	0.0	vvn	59045
denomination	0.072627466172	0.0457997955382	0.0852151066065	0.0490762647241	0.145077183843	0.16051466018	11.330854175199999	eng	n	5514	Neither	Neither	denomination	0.01	nn1	18400
denominations	0.07167739793660001	0.110237222165	0.136100456118	0.0696317367255	0.160837799311	0.161572709679	4.7153953945		n	9761	Neither	Abstract	denomination	0.02	nn2	16308
denominator	0.0197583287954	-0.06946586072449999	-0.006606924172949999	0.0027779180090799997	0.151865892113	0.103280127049	1.56337068101	lat	f	17675	Neither	Neither	denominator	0.02	nn1	21510
denote	0.0332762114703	0.0720014944673	0.0458187609911	0.00228099781089	0.0899620316923	0.138828329742	12.7196091692	eng	v	5066	Neither	Neither	denote	0.03	vv0	23017
denoted	-0.0162689061836	0.035967533476699995	0.0640098825097	-0.0251998770982	0.0961273647846	0.0844538323581	3.6877123352800005		v	11265	Neither	Neither	denote	0.01	vvn	40592
denotes	0.012396364472799999	0.00155726750382	0.050935568288	-0.046276830136699997	0.050345253199399996	0.114279195667	12.553917412799999		v	5115	Neither	Neither	denote	0.07	vvz	21680
denoting	-0.00118427397683	0.0279625635594	0.0761227495968	-0.017563798464900002	0.0826401226222	0.105898149311	3.3746242196200003		v	11827	Neither	Neither	denote	0.01	vvg	37842
denounce	0.0827284045517	0.167657278478	0.0215671360493	0.055870346725000006	0.036841081455300004	0.04891515150669999	1.63917854593	eng	v	17294	Neither	Neither	denounce	0.01	vv0	19083
denounced	0.0735820904374	0.16654945164899998	0.0924090780318	0.069029327482	0.0756387971342	0.0609287004918	5.6484694724		v	8746	Neither	Neither	denounce	0.01	vvd	17341
denounces	0.114455003292	0.174098730088	0.09887855499980001	0.0550752636045	0.034893091768	0.07224439457060002	0.780045666337		v	24147	Neither	Neither	denounce	0.04	vvz	40724
denouncing	0.0941653177142	0.135693021119	0.0687291324139	0.047714697197	0.0439176019281	0.029706388711900004	1.04764469767		v	21257	Neither	Neither	denounce	0.03	vvg	20756
dens	-0.12321793287999999	-0.14589138329	-0.157302618027	-0.120354756713	-0.151512585581	-0.030410731211299998	3.71289404994	lat	n	11227	Neither	Concrete	den	0.09	nn2	31163
dense	-0.0836455784738	-0.108160611242	-0.0607709977775	-0.0756582915783	0.0374735733494	0.124099083245	2.8361313860500004	eng	j	13083	Neither	Neither	dense	0.03	jj	6018
denser	-0.0910562686623	-0.144755721093	-0.112694710493	-0.11362477392	0.0311579704285	0.127642232924	1.0212541739899998		j	21491	Neither	Neither	dense	0.02	jjr	24670
density	0.007429777877399999	-0.0893771462142	-0.0532319080084	-0.0452356990427	0.146597355604	0.140821002423	4.104268512169999	eng	n	10592	Neither	Neither	density	0.03	nn1	6063
dent	0.0101240901277	0.030705271288799997	0.0666049756109	0.0555237811059	0.0602320544422	0.0168213634752	7.82718829553	eng	n	7098	Neither	Neither	dent	0.35	nn1	14796
dents	-0.018254449125400002	-0.0160295669921	0.00982494512573	-0.0400750413537	0.100062288344	0.006623913082880001	1.18954503526		n	20033	Neither	Neither	dent	0.06	nn2	30464
denunciation	0.135624013841	0.128363929688	0.12444786727399999	0.0938898846507	0.135319687426	0.0573360361159	1.36053226542		n	18828	Abstract	Neither	denunciation	0.01	nn1	30181
denunciations	0.17901009321199998	0.219842240214	0.189477436245	0.159613445401	0.136554144323	0.100443206728	0.723969102264		n	24894	Abstract	Abstract	denunciation	0.01	nn2	38474
deny	0.187173694372	0.265182226897	0.143689163029	0.165269598365	0.0646475106478	0.152023464442	64.5472170467		v	1332	Abstract	Abstract	deny	0.01	vv0	4168
denying	0.187018163502	0.255421832204	0.20590557158	0.18771706521499998	0.128275804222	0.09893077239389998	13.699008602200001	eng	v	4839	Abstract	Abstract	deny	0.03	vvg	7772
depart	0.00295332382666	0.08643553033469999	-0.0691836588084	0.031279947608699996	-0.07283140346410001	-0.0750009715558	34.71928136	eng	v	2337	Neither	Neither	depart	0.03	vv0	13811
departed	-0.0549099501223	0.05227050744	0.012134946417100001	0.01159638213	-0.0630223490298	-0.065361727029	30.3877843178		v	2627	Neither	Neither	depart	0.06	vvd	16396
departing	0.05278038233519999	0.103817366063	0.042302582412900004	0.049766130745400004	-0.026431928388799996	-0.0668350085616	7.11521517268		v	7542	Neither	Neither	depart	0.06	vvg	15535
department	0.0439721681178	0.030398387461900003	0.0859546586871	0.08171974867580001	0.238992676139	0.11673618107999999	4.65063691406	eng	n	9847	Neither	Neither	department	0.67	nn1	482
departments	0.0559303052723	0.067093655467	0.09255326911810001	0.0663991384208	0.258651986718	0.163208931685	3.68661936056		n	11267	Neither	Neither	department	0.07	nn2	4575
departs	0.031271073967200004	0.030577373690900002	-0.0270514683798	-0.0148574565537	-0.0636197403074	0.05447814613580001	2.00671710337		v	15686	Neither	Neither	depart	0.03	vvz	24341
departure	0.051504597067900004	0.0328354537488	-0.00198281602934	0.0032231338555000003	0.0188180152327	-0.11113827675599999	26.8394163458	eng	n	2923	Neither	Neither	departure	0.02	nn1	5245
depend	0.213436372579	0.198676243425	0.133083753288	0.044482210651000005	0.130902454257	0.141315095127	50.998674039300006	eng	v	1671	Abstract	Abstract	depend	0.0	vv0	4050
dependant	0.0703294351697	0.12267995253200001	0.118706095963	0.06706686317919999	0.152840092779	0.11605128273399999	3.1232255799599997		j	12380	Neither	Neither	dependant	0.18	jj	61734
depended	0.161522857844	0.20398435741700002	0.188448637724	0.04643249697980001	0.17466625571199998	0.0779028087855	18.508314093800003		v	3853	Abstract	Abstract	depend	0.0	vvn	12097
dependence	0.254912763834	0.19197341799800002	0.21474983543200002	0.146505892276	0.17993504554	0.190143421293	12.697160811300002		n	5069	Abstract	Abstract	dependence	0.05	nn1	7056
dependencies	0.0638681277633	0.10124587640100001	0.0656253229827	0.055815521627699996	0.20855318009799997	0.111935835332	2.7396207824400003		n	13329	Neither	Neither	dependency	0.01	nn2	40840
dependency	0.170225381851	0.128092862665	0.133904539048	0.0870626419783	0.19437967240899998	0.167046435177	1.56926080652		n	17655	Abstract	Abstract	dependency	0.06	nn1	10547
dependent	0.121314018965	0.18012014776500002	0.17810070514600002	0.09002392366530002	0.197088129818	0.19585927575800002	9.564475237849999	eng	j	6188	Abstract	Abstract	dependent	0.05	jj	3550
dependents	0.060566307976900005	0.151084855199	0.12223940715199999	0.14174930006300002	0.145536385477	0.0911997966468	2.26885274012		n	14757	Neither	Neither	dependent	0.04	nn2	22265
depending	0.119731459767	0.116944763809	0.11468151584200001	-0.0330737419427	0.168854735792	0.11183363199200001	17.0755469913	eng	v	4096	Abstract	Neither	depending	0.16	ii	3370
depends	0.206049136817	0.156024098396	0.161695420742	0.0181767093017	0.144544363022	0.132166296244	31.004777462800003		v	2584	Abstract	Abstract	depend	0.03	vvz	2881
deplorable	0.138553760946	0.233281180262	0.257022440433	0.179857701063	0.160430908203	0.113398671151	9.68344155505	eng	j	6131	Abstract	Abstract	deplorable	0.01	jj	26619
deplore	0.100752297789	0.10944213345699999	0.030444584786900004	0.070810277015	-0.077748592943	0.0233074650168	2.6316832749000003	eng	v	13617	Neither	Neither	deplore	0.01	vv0	34711
deplored	0.0924802608788	0.186657287181	0.156023882329	0.150530688465	0.0488722901791	0.0556608587504	0.9741703327200002	eng	v	21949	Neither	Abstract	deplore	0.0	vvd	38590
depopulated	-0.11577801779	0.027038029860700002	-0.026338396594	-0.010149470530399999	0.07360826805239999	0.0736111626029	1.22269550471		v	19793	Neither	Neither	depopulate	0.01	vvn	74950
deportment	0.225453436374	0.20833551138599998	0.262520447373	0.35412484407399997	0.165049828588	0.159286029637	6.37377500441		n	8083	Abstract	Abstract	deportment	0.06	nn1	44098
depose	0.0480590742082	0.113977249712	-0.0163737894035	0.040814932435699995	0.110812071711	0.011434334330200002	4.22149302366	eng	v	10436	Neither	Neither	depose	0.01	vv0	41490
deposed	-0.104620292783	0.00058193154109	-0.0106544485315	-0.025604486465500002	0.0171819436363	-0.07185436040160001	12.354309750699999		v	5177	Neither	Neither	depose	0.01	vvn	31698
deposing	0.0563884191215	0.13167540729	0.0954116433859	0.05777923204009999	0.144376777113	-0.00918185058981	1.68018272479		v	17095	Neither	Neither	depose	0.03	vvg	57744
deposit	-0.034458126872800005	-0.114621523768	-0.155484184623	-0.12148820236300001	-0.00821695732883	-0.0199109022505	3.45839930578	eng	v	11658	Neither	Concrete	deposit	0.11	nn1	9849
deposited	-0.126110218465	-0.14262326806700001	-0.12436778470899999	-0.17339470237500001	0.005031631561	-0.06675941124559999	8.97029867549	eng	v	6480	Concrete	Neither	deposit	0.01	vvn	15394
deposition	0.0433946903795	0.030010337941299998	0.0488999001682	0.00211197335739	0.157807379961	-0.0541964061558	5.4456430761500005	eng	n	8947	Neither	Neither	deposition	0.05	nn1	10488
depositions	0.0275605199859	0.0185257242993	0.055957349017199995	-0.0116473569069	0.157234214246	-0.011277999961700001	4.706559438369999		n	9770	Neither	Neither	deposition	0.02	nn2	24066
deposits	-0.0316278710961	-0.15091961622199998	-0.120578840375	-0.16633440554099999	-0.008549761958419999	0.014960919506800001	0.7946964629440001		v	23936	Neither	Neither	deposit	0.02	nn2	8797
depravation	0.274372726678	0.206310331821	0.212327994406	0.224614590407	0.241213753819	0.292167514563	1.5407117717299998		n	17788	Abstract	Abstract	depravation	0.0	nn1	91418
depraved	0.213183991611	0.276275724173	0.246193811298	0.258321970701	0.17828615009799997	0.312778159976	7.655937967639999		j	7197	Abstract	Abstract	depraved	0.03	jj	42282
depravity	0.3332708776	0.254585519433	0.259181126952	0.299754828214	0.21081908047200001	0.279363542796	4.74064987609		n	9731	Abstract	Abstract	depravity	0.03	nn1	32696
deprecate	0.18560149520599997	0.223802372813	0.112013071775	0.155577220022	0.0367437731475	0.09542963281269999	1.05449607477	eng	v	21192	Abstract	Neither	deprecate	0.0	vv0	89937
depreciate	0.240159109235	0.252901762724	0.143449880182	0.23371759057100003	0.18545148521699997	0.184519313276	1.7919844373400002	eng	v	16595	Abstract	Abstract	depreciate	0.01	vv0	57265
depreciation	0.157608192414	0.0699947290122	0.0681363232434	0.061232885345900004	0.232130944729	0.070633051917	1.5096791626700001		n	17948	Abstract	Neither	depreciation	0.06	nn1	22044
depredations	0.053277308121400004	0.07119110971689999	-0.00104450597427	0.058745291084099996	0.142750144005	0.0381476581096	4.1741002657		n	10503	Neither	Neither	depredation	0.01	nn2	41979
depress	0.125862646848	0.109345212579	-0.0385285131634	0.0362851135433	0.0555349867791	0.097816620022	2.32970358438	eng	v	14540	Abstract	Neither	depress	0.02	vv0	29706
depressed	0.018392495811	0.00990805262698	-0.0178987197578	-0.0350014660508	0.009589475579559999	0.0967940427363	4.49419931627	eng	v	10044	Neither	Neither	depressed	0.03	jj	5773
depression	0.108479399234	-0.020480019506	0.00021345587444999997	-0.040775956586	0.116610318422	0.09353147447110001	1.46269063071	eng	n	18208	Neither	Neither	depression	0.24	nn1	2256
deprivation	0.1267863065	0.142921596765	0.117954570801	0.0946436785162	0.209514081479	0.0894654169678	3.04803149945		n	12569	Abstract	Neither	deprivation	0.04	nn1	12206
deprive	0.185724556446	0.23239339143100002	0.031797486357400005	0.118147049099	0.130372479558	0.111285127699	19.6668810593	eng	v	3696	Abstract	Neither	deprive	0.01	vv0	18637
deprived	0.0583025645465	0.147024787963	0.080136962235	0.032253837212900004	0.09527718275789998	0.06996823474769999	38.3783913575	eng	v	2161	Neither	Neither	deprive	0.05	vvn	15550
deprives	0.171357505024	0.16150072962	0.09366835653780001	0.06955970823760001	0.0684948600829	0.129634521901	2.86439448931		v	13016	Abstract	Neither	deprive	0.0	vvz	37242
depriving	0.163498617708	0.20644462853700002	0.112568192184	0.0930182486773	0.16485106945	0.08887343481189999	4.61982911819		v	9885	Abstract	Neither	deprive	0.04	vvg	23657
depth	0.0017014657023499999	-0.11870229989299999	-0.0807111375034	-0.10109791532199999	-0.119068760425	0.07323808968069999	22.7173842919	eng	n	3321	Neither	Neither	depth	0.02	nn1	3650
depths	0.047828722745199996	-0.0038293421966999995	-0.005881880410020001	-0.04545576311649999	-0.0917433798313	0.113161478192	5.431661763639999		n	8960	Neither	Neither	depth	0.01	nn2	7837
deputation	0.0189228868112	0.0278520407155	0.04708528704940001	0.07106076553460001	0.22233013063700002	0.0269266264513	3.0418093097799996		n	12593	Neither	Neither	deputation	0.06	nn1	67935
deputies	-0.09260572865609999	0.034952674061099996	0.0348711479456	0.048750000074500005	0.18080534040899998	0.00651572877541	21.4745888094		n	3465	Neither	Neither	deputy	0.19	nn2	10088
deputy	-0.115874480456	-0.0787155963481	-0.0432481132448	0.00033515365794	0.09587080776689999	-0.0543182287365	23.2416943957	eng	n	3266	Neither	Neither	deputy	0.32	nn1	3158
deranged	0.11979019641899999	0.16141243279	0.134286656976	0.0715055987239	0.21657715737799998	0.17644526064399998	2.00222247958	eng	v	15712	Abstract	Abstract	deranged	0.02	jj	31787
derangement	0.21341766417	0.112698473036	0.144453451037	0.06806451082230001	0.30026730895	0.256666779518	0.915914136347		n	22526	Abstract	Abstract	derangement	0.09	nn1	60477
derby	-0.217950135469	-0.152129024267	-0.100071020425	-0.0844797492027	-0.0860805436968	-0.101965863258	5.46511974598	eng	n	8931	Concrete	Neither	derby	0.78	nn1	23707
deride	0.149826057255	0.18202234059500003	0.0649041179567	0.166391253471	-0.04481676593430001	0.0776979289949	2.47775238283	eng	v	14081	Abstract	Neither	deride	0.01	vv0	45234
derided	0.07236254960300001	0.20495358854499998	0.176372304559	0.16961886733800002	0.0201973235235	0.0528617575765	1.65294785831	eng	v	17220	Neither	Abstract	deride	0.01	vvd	33906
derision	0.0532672740519	0.0783901289105	0.0758465975523	0.12909422814899998	-0.0373954009264	0.0211969893426	3.8276877047800006		n	11035	Neither	Neither	derision	0.01	nn1	27509
derivation	0.110549066216	0.0571046508849	0.0846612527967	0.0276455115527	0.18019981682300001	0.120863538235	2.9077379904600003	eng	n	12903	Neither	Neither	derivation	0.05	nn1	34042
derivative	0.10598110035	0.117361582815	0.12786574661699998	0.07787663117049999	0.169566527009	0.189208850264	0.9829644776500001	eng	j	21878	Neither	Neither	derivative	0.02	jj	28222
derive	0.138308987021	0.17497675865899998	0.06752729043359999	0.0675677619875	0.130910523236	0.14551631361300002	15.44394905	eng	v	4437	Abstract	Neither	derive	0.0	vv0	11524
derived	0.0930640101433	0.155550211668	0.12158562615499999	0.0518661681563	0.169183246791	0.13623677939200002	38.0518842345	eng	v	2175	Neither	Neither	derive	0.01	vvn	5212
derives	0.0567870177329	0.0571428295225	0.031961647793700004	-0.0078940473031	0.0839960202575	0.0968810915947	6.38078771205		v	8075	Neither	Neither	derive	0.0	vvz	13363
deriving	0.12896970659499998	0.146229505539	0.111375369132	0.031357930973099996	0.175917811692	0.132103458047	2.6152089732		v	13665	Abstract	Neither	derive	0.04	vvg	27485
derogate	0.20757143199499997	0.250620916486	0.13757622987	0.19512032717500002	0.22627193480799998	0.152539268136	2.01402213838	eng	v	15660	Abstract	Abstract	derogate	0.0	vv0	97502
derogation	0.18808387964899997	0.19515953213	0.16741942614299998	0.208079084754	0.220328338444	0.136113338172	1.19551128016		n	19980	Abstract	Abstract	derogation	0.06	nn1	58512
derogatory	0.197056531906	0.313157767057	0.272735878825	0.267288282514	0.279060095549	0.159405313432	2.16911670625	eng	j	15086	Abstract	Abstract	derogatory	0.01	jj	25605
descant	0.173272617161	0.062060646712800004	0.0499082170426	0.056144230067800005	0.028910216875299998	0.025381128303700002	0.7868384741590001	eng	v	24041	Abstract	Neither	descant	0.24	nn1	86759
descend	-0.027647667564500003	-0.024966262281	-0.154478669166	-0.102897588164	-0.0720028914511	0.0188516625203	22.890643694	eng	v	3301	Neither	Concrete	descend	0.03	vv0	11903
descendant	-0.0976155661046	-0.028436847031099995	0.009254925418649999	0.069975040853	0.08084380999210002	-0.0254559600726	1.8187329274700001	eng	n	16482	Neither	Neither	descendant	0.01	nn1	20135
descendants	-0.0418491885066	0.08792814984919999	0.0717730522156	0.0662907771766	0.11336016654999999	0.025341117754599997	8.10097082377		n	6930	Neither	Neither	descendant	0.06	nn2	9455
descended	-0.12207398936200001	-0.0452528595924	-0.0701047107577	-0.0689446888864	-0.0420496463776	-0.059799537062599994	27.576660419899998	eng	v	2868	Neither	Neither	descend	0.01	vvn	12718
descendents	-0.039569342508999995	0.0693515297025	0.06341567263009999	0.052745716646300005	0.10978533700099999	0.035898564383300004	1.84970851102		n	16340	Neither	Neither	descendent	0.05	nn2	42016
descending	-0.0674486532808	-0.11150099709599999	-0.13746790587899999	-0.18871807307	-0.10105451568900001	-0.005288798362020001	10.140428525099999	eng	v	5959	Neither	Neither	descending	0.08	jj	15578
descends	-0.0657425038517	-0.123912867159	-0.165408685803	-0.192862510682	-0.135391175747	0.00696291797795	7.29668378832		v	7428	Neither	Concrete	descend	0.03	vvz	18702
descent	-0.017259453889	-0.047269649803599996	-0.0639048032463	-0.0760717019438	0.036861957982199996	-0.021984069608200003	22.363381991100002		n	3363	Neither	Neither	descent	0.04	nn1	7162
descents	-0.0722443908453	-0.0499394480139	-0.0507148355246	-0.09693439677349999	0.053979780525	-0.0461164787412	1.8612585712599998		n	16297	Neither	Neither	descent	0.05	nn2	33474
describe	0.057252928614600004	0.0196031937375	-0.017688353546	-0.017620027065299998	0.08942387253049999	0.08796697482460002	29.74436542	eng	v	2679	Neither	Neither	describe	0.04	vv0	2019
described	-0.010503801051499999	-0.00185288253124	0.0254069929942	-0.06560084223740001	0.09258234873410001	0.0551210138946	51.981063956099995	eng	v	1637	Neither	Neither	describe	0.01	vvn	1924
describes	-0.0131679931656	0.01335328212	0.0314683495089	-0.029181953519599995	0.053909316658899996	0.0882937461138	12.8641776404		v	5035	Neither	Neither	describe	0.0	vvz	3100
describing	0.0676769055426	0.0673576593399	0.08206754922869999	0.0195062467828	0.127787694335	0.0837911106646	7.94604834573		v	7033	Neither	Neither	describe	0.05	vvg	4602
description	0.132815927267	0.00807176064699	0.0600211210549	0.039529629051699995	0.138418011367	0.0445754993707	42.2091786083	eng	n	1986	Abstract	Neither	description	0.09	nn1	3083
descriptions	0.158917926252	0.13603041320999998	0.16239778697499999	0.12368952482899999	0.19030296057399998	0.111866969615	6.371812391259999		n	8085	Abstract	Abstract	description	0.04	nn2	6748
