word	Complex Substance (Locke) <> Mixed Modes (Locke)	Concrete (Brysbaert et al 2014) <> Abstract (Brysbaert et al 2014)	Concrete (HGI) <> Abstract (HGI)	Hard Seed (Heuser & Le-Khac 2012) <> Abstract Values (Heuser & Le-Khac 2012)	Pre-1150 Words (Underwood & Sellars 2012) <> Post-1150 Words (Underwood & Sellars 2012)	Specific Complex Substance (Locke) <> General Complex Substance (Locke)	fpm	lang	pos	rank	ConcAbs (Locke)	ConcAbs (HGI)	lemma	perc_caps	pos_byu	rank_byu
occurrence	0.177027978003	0.0861512832343	0.145986579359	0.109637040645	0.172789484263	0.148578345775	1.91854569093	eng	n	16059	Abstract	Abstract	occurrence	0.02	nn1	9256
occurrences	0.18699067831	0.12564157694599998	0.167024999857	0.121882475912	0.203328341246	0.105060242117	4.961070174690001		n	9472	Abstract	Abstract	occurrence	0.03	nn2	19427
occurring	0.147576838732	0.141057349742	0.154687874019	0.0234825508669	0.196428231895	0.11741579696599999	1.04805766342		v	21255	Abstract	Abstract	occur	0.01	vvg	6432
occurs	0.0686481110752	0.046495685353800005	0.07250176742669999	0.00846311170608	0.113442566246	0.056658770888999996	7.462447900549999		v	7320	Neither	Neither	occur	0.0	vvz	3530
ocean	-0.146390475332	-0.15137529373199998	-0.171665288507	-0.11456277593900001	-0.132582753897	0.0464306306094	25.250003119899997	eng	n	3068	Concrete	Concrete	ocean	0.29	nn1	2202
oceans	-0.0968000926077	-0.116767179221	-0.152592852712	-0.123940244317	-0.13912525773	0.04791188053780001	1.0782296626		n	20958	Neither	Concrete	ocean	0.13	nn2	9676
ochre	-0.147100411356	-0.305874019861	-0.22185257822299997	-0.178696222603	-0.0903516449034	-0.0566651169211	1.2812277078299998	eng	f	19366	Concrete	Concrete	ochre	0.04	nn1	32349
octave	-0.0303274029866	-0.13594019413	-0.037429628893699995	-0.07893505319960001	0.0494627971202	0.00784017168916	1.1153143326600001	eng	n	20651	Neither	Neither	octave	0.15	nn1	26991
october	-0.164954319596	-0.167653776706	-0.11318931728599999	-0.138558335602	-0.109881751239	-0.11143040284499998	9.622261296389999		n	6165	Concrete	Neither	october	1.0	nn1	1579
ocular	0.0989217609166	0.0919642709196	0.161780662835	0.011507434304799998	0.145687058568	0.07525427639480001	1.3803649532299997	eng	j	18700	Neither	Abstract	ocular	0.08	jj	37027
odd	0.005015649716369999	0.039035461843	0.121953457594	0.0301535027101	0.0186165398918	0.0176843469962	18.791137523699998	eng	j	3814	Neither	Neither	odd	0.07	jj	3044
oddly	0.0133475498296	0.0430529322475	0.08887311071149999	0.0404047816992	-0.04050427302719999	0.06523894891149999	1.40489627163	eng	a	18537	Neither	Neither	oddly	0.24	rr	8132
odds	0.058221695944699996	0.0036262522917199997	0.0188248986379	-0.025037182495	-0.08534572273499999	0.00425132818054	4.31130393266	eng	n	10305	Neither	Neither	odds	0.08	nn2	3652
ode	0.00277138291858	-0.07388184219600001	-0.00798922032118	0.04418989457190001	0.0344037692994	-0.0388763658702	6.896611761689999	eng	n	7699	Neither	Neither	ode	0.35	nn1	25131
odes	-0.011400808580200001	-0.045169709250300005	0.0169546972029	0.0498005412519	0.00466910563409	-0.0341780958697	1.9747807743599999		n	15817	Neither	Neither	ode	0.24	nn2	55181
odious	0.141100764274	0.282367765903	0.245511516928	0.263277739287	0.17628336697799998	0.158146746457	20.4243211133		j	3594	Abstract	Abstract	odious	0.04	jj	35266
odium	0.190410926938	0.140615046024	0.107221439481	0.174355320633	0.175595328212	0.0991385467349	3.82790715866		n	11034	Abstract	Neither	odium	0.06	nn1	97726
odoriferous	-0.12468547374000001	-0.169614769518	-0.10828144848400001	-0.0788766443729	-0.0882856361568	0.0038060349179400003	1.7311167116400001		j	16855	Neither	Neither	odoriferous	0.0	jj	76792
odorous	-0.115581408144	-0.154072970152	-0.128959827125	-0.0902036465704	-0.155380122364	0.000177286365215	0.997269573998	eng	j	21724	Neither	Neither	odorous	0.0	jj	55259
odour	-0.027560652233700002	-0.11850683763599999	-0.0608788318932	-0.0218731416389	-0.0826485790312	0.045844599604599995	3.39108550773	eng	n	11789	Neither	Neither	odour	0.13	nn1	70553
oesophagus	-0.123273976147	-0.222193621099	-0.189544267953	-0.230151534081	-0.017277058214	0.0587987527252	1.02190293873	eng	f	21480	Neither	Concrete	oesophagus	0.0	nn1	93410
of	0.0138024664484	0.09702076390389999	0.097339745611	0.00377597357146	0.0397409070284	0.0555214677006	41121.153732	eng	p	2	Neither	Neither	of	0.01	ii	3
off	-0.0829244963825	-0.125575095415	-0.184179976583	-0.188133515418	-0.182160973549	-0.09865787252779999	352.904622106	eng	a	263	Neither	Concrete	off	0.02	rr	182
offence	0.14609528333	0.08714554458860001	0.07868692278860001	0.132883906364	0.0726123526693	0.0458817947656	59.896142766400004	eng	n	1430	Abstract	Neither	offence	0.01	nn1	37673
offences	0.16581902653	0.14509556442500002	0.108599558473	0.128573067486	0.0936353057623	0.0558663215488	22.8569435808		n	3305	Abstract	Neither	offence	0.1	nn2	48541
offend	0.110016133636	0.174558080733	0.028150442987700003	0.132373340428	-0.0217877291143	0.0542735364288	17.4544364629	eng	v	4025	Neither	Neither	offend	0.01	vv0	14918
offended	0.139575809241	0.255952097476	0.20296535641	0.232342071831	0.058882670477	0.0612385477871	26.965224393299998	eng	v	2914	Abstract	Abstract	offend	0.01	vvn	11050
offender	-0.00116614010767	0.018767341971400002	0.027381154708599996	0.0926476940512	0.0795337557792	0.1098841317	14.5178762586	eng	n	4656	Neither	Neither	offender	0.06	nn1	12147
offenders	0.04740785062319999	0.114923682063	0.0870848186314	0.12950173020400002	0.140554435551	0.127802237869	13.8869400347		n	4795	Neither	Neither	offender	0.03	nn2	7510
offending	0.122246917337	0.139265067875	0.08832364901900001	0.108712848276	0.057704931125	0.0699752680957	10.455182515399999	eng	v	5822	Abstract	Neither	offending	0.01	jj	15815
offends	0.10767187178200001	0.11985453963300001	0.0707822702825	0.0936054326594	-0.027873277664200002	0.107028316706	2.32307294651		v	14571	Neither	Neither	offend	0.01	vvz	30381
offensive	0.055562170222399995	0.145236872136	0.11649544537	0.122928261757	0.08637878671289999	0.11645373329500001	11.196442273399999	eng	j	5554	Neither	Neither	offensive	0.04	jj	3515
offer	0.11542000621500001	0.132168315351	0.07741834968330001	0.08568255975839999	0.0109818691853	0.043711077422000005	81.2735180226	enm	v	1060	Neither	Neither	offer	0.01	vv0	996
offered	0.0508275479078	0.10825241729599999	0.0763325281442	0.0286075407639	0.016357657499599998	0.025008114986099998	100.041383357		v	845	Neither	Neither	offer	0.01	vvd	2154
offering	0.016431380063200003	0.0116392080672	0.015217327978499999	0.0136657720432	-0.0554348733276	0.00735323829576	36.288134781		v	2255	Neither	Neither	offer	0.02	vvg	2189
offerings	-0.0354399401695	-0.0373480636627	-0.019104564562400003	-0.00309457932599	-0.110676854849	-0.00595306127798	12.2835990151		n	5199	Neither	Neither	offering	0.02	nn2	7648
offers	0.156624220312	0.144765973091	0.117127608508	0.0882775858044	0.043791372329	0.07196122407910001	21.8610019306		v	3418	Abstract	Neither	offer	0.01	vvz	1800
office	0.07187972962860001	0.021637782454499998	0.059718593954999996	0.032127127051300004	0.120420057326	0.0415643341839	160.659546344	eng	n	539	Neither	Neither	office	0.18	nn1	364
officer	-0.111249282956	-0.10709979385099999	-0.0344585217536	0.0212102904916	0.09775958582760001	0.044893110171	62.150210237299994	eng	n	1388	Neither	Neither	officer	0.2	nn1	1174
officers	-0.12433758377999998	-0.0188918635249	0.0282261483372	0.00778464266113	0.136472888291	0.034602750092800005	128.027969772		n	664	Neither	Neither	officer	0.05	nn2	1459
offices	0.125350102782	0.125988468528	0.123412936926	0.0999737232924	0.165829733014	0.119827210903	53.7981862505		n	1581	Abstract	Neither	office	0.02	nn2	3011
official	0.018279062118400004	0.0342286964878	0.0732973683625	0.07582303136589999	0.22597927600099998	0.07103406637910001	1.32287130715	fro	j	19072	Neither	Neither	official	0.04	jj	1976
officially	0.04665403813130001	0.10011435300100001	0.142055876553	0.09634075686339999	0.22843612730500001	0.09041473642010002	0.983545008429	eng	a	21869	Neither	Abstract	officially	0.08	rr	4951
officiate	-0.048654858022900004	0.013956441544000001	-0.012490041088299998	0.00944773503577	0.0754276476801	-0.0244032628834	2.7400668249		n	13328	Neither	Neither	officiate	0.0	vv0	52322
officiated	-0.112748596817	-0.05277830176059999	0.00281941637513	-0.029090251773599998	0.015354786068200002	-0.09056830406189999	1.3717463674500001		v	18759	Neither	Neither	officiate	0.0	vvn	61008
officiating	-0.061379430815599996	-0.0193220330403	0.0382684264332	0.0020628897472999997	0.08272141590710001	-0.0358203183859	1.43326209871	eng	v	18397	Neither	Neither	officiate	0.07	vvg	28269
officious	0.046699829399600004	0.09597426280379999	0.11982707306700001	0.135799206793	-0.0193531336263	0.0008463393896900001	3.58697145194	eng	j	11430	Neither	Neither	officious	0.06	jj	45121
offspring	0.0513935051858	0.09995767101669999	0.10762662440500001	0.110598247498	-0.026576010510400004	0.13252985477499998	12.406781410599999	eng	n	5160	Neither	Neither	offspring	0.02	nn1	8391
oft	-0.0365326870233	-0.0318355634808	-0.0456916112452	-0.0405180081726	-0.24777291715100003	-0.0629737712443	50.9958922557	ang	a	1672	Neither	Neither	oft	0.05	rr	33465
often	0.0530830193311	0.10897634178400001	0.10425227507899999	0.051747018471300005	-0.061732862144800005	0.0185901084914	297.700140662	eng	a	303	Neither	Neither	often	0.04	rr	246
oftener	0.022944021969999995	0.00494018918835	0.021405305713400002	-0.0118387709372	-0.074775762856	-0.00201886659488	8.64041201322		a	6653	Neither	Neither	often	0.05	rrr	91590
oftentimes	0.0935397557914	0.127803429962	0.116991773248	0.0473824273795	-0.0518830660731	0.108108326793	10.611669072		a	5760	Neither	Neither	oftentimes	0.26	rr	16933
ogle	-0.182187713683	-0.190048411488	-0.145490139722	-0.06422004103659999	-0.153877809644	-0.12069263681800001	1.45914783347	eng	n	18230	Concrete	Neither	ogle	0.41	vv0	46559
oh	0.0010276021202999999	-0.011618204880500001	-0.029593839310099998	-0.00849428045333	-0.215086631477	-0.05377732589840001	82.03497379529999		u	1050	Neither	Neither	oh	0.9	uh	344
oi	-0.0723838955164	-0.0831957831979	-0.0628572069109	-0.0692413374782	-0.0487285479904	-0.0157395433635	62.9140545466		p	1369	Neither	Neither	oi	0.45	uh	34645
oil	-0.153613843024	-0.27844838798	-0.226347498596	-0.182060018181	-0.19018477201499998	-0.10010705143200001	76.4746050035	eng	n	1131	Concrete	Concrete	oil	0.07	nn1	479
oiled	-0.15545707941	-0.320124521851	-0.271297544241	-0.24720236659000003	-0.192376084625	-0.0994339473543	1.0851337446200002	eng	j	20903	Concrete	Concrete	oiled	0.02	jj	29173
oilier	-0.07086775079369999	-0.09053014963839999	-0.069665947929	-0.10114890337000002	-0.047535363584699994	0.0176218585111	0.9730924865430001		n	21956	Neither	Neither	oily	0.09	jjr	74827
oils	-0.0661237835884	-0.121606193483	-0.0915103368461	-0.062073992565299996	0.0155322337523	0.0321349250153	7.36209025621		n	7392	Neither	Neither	oil	0.04	nn2	9198
oily	-0.047567253932300005	-0.0884391181171	-0.0607110764831	-0.053673392161800004	-0.0137646566145	0.101312249899	7.446394456889999	eng	j	7337	Neither	Neither	oily	0.05	jj	15411
ointment	-0.104328073561	-0.26203905046	-0.199441365898	-0.161783955992	-0.16939317434999998	-0.09083689376710001	7.6042130237	eng	n	7232	Neither	Concrete	ointment	0.06	nn1	26446
ointments	-0.0530722662807	-0.142040655017	-0.102884728462	-0.07676932960749999	-0.0998858734967	-0.0536076426506	1.7378599406		n	16827	Neither	Neither	ointment	0.04	nn2	52873
ok	-0.0731744803488	-0.12019560486099999	-0.11165286228099999	-0.105453893542	-0.0966093130408	-0.0638470351696	3.94250461333		n	10840	Neither	Neither	ok	0.99	rr	665
oke	-0.13192469626599998	-0.139920324087	-0.15165722370100002	-0.109465453774	-0.19080820679699997	-0.10368374735099999	1.14935245839		n	20343	Concrete	Concrete	oke	0.8	nn1	94657
old	-0.11371192708599999	-0.0674463473261	-0.031297640875	-0.0774115435779	-0.16816598922000003	-0.0400568284094	398.044361523	eng	j	235	Neither	Neither	old	0.1	jj	186
older	-0.0147583698853	-0.0053481238428500005	0.0476773474365	-0.0162467276678	-0.0521264057606	-0.037144044414199995	6.93766295547		j	7673	Neither	Neither	old	0.05	jjr	795
oldest	-0.0869084894657	-0.00907533941791	0.0787542387844	-0.0015103520126999999	0.00310048789834	-0.0150739033706	3.67256170809		j	11286	Neither	Neither	old	0.02	jjt	3982
olive	-0.17695180326699997	-0.268440842628	-0.200600251556	-0.201976411045	-0.249374262989	-0.147996127606	9.307774285689998	eng	n	6303	Concrete	Concrete	olive	0.11	jj	3937
olives	-0.235499687493	-0.273697882891	-0.240129031241	-0.193743795156	-0.266366869211	-0.149333558976	3.6797977457099997		n	11277	Concrete	Concrete	olive	0.11	nn2	10832
olympiad	-0.0715269520879	-0.059887221083100003	0.00955826463176	-0.0371841499582	0.0262336721644	0.0144845452159	1.64920490421		n	17241	Neither	Neither	olympiad	0.94	nn1	50003
olympic	-0.0633388347924	-0.0581980515272	-0.00239397084806	0.012793333502499999	-0.0013601615792200002	-0.00578165985643	1.0578527361799999		n	21140	Neither	Neither	olympic	1.0	jj	2967
omega	0.026924783363900005	0.0305697303265	0.09558782354	0.00107250025031	-0.026091917417900002	0.067473180592	0.999053086548	eng	n	21706	Neither	Neither	omega	0.79	nn1	18506
omen	0.0236683217808	-0.0226993262768	0.0276701822877	-0.030648432672	-0.0522700510919	-0.0250706998631	5.49335716296	eng	n	8891	Neither	Neither	omen	0.09	nn1	24219
omens	0.0885557159781	0.0725134387612	0.0968814752997	0.04360749199990001	-0.00544183130842	-0.00077922618948	1.78080476259		n	16642	Neither	Neither	omen	0.08	nn2	38766
ominous	0.014269738923799999	0.0633926205337	0.10662829130899999	0.0294457590208	-0.034690512344199995	0.013525896705700001	1.3391296338299998	eng	j	18969	Neither	Neither	ominous	0.03	jj	11367
omission	0.200826399028	0.170218862593	0.20872717350699999	0.171952858567	0.213815018534	0.11293204501199999	5.2966089825		n	9123	Abstract	Abstract	omission	0.03	nn1	17701
omissions	0.230809263885	0.20596155524300003	0.219900414347	0.171443782747	0.204857468605	0.0779465138913	1.4331700779299998		n	18399	Abstract	Abstract	omission	0.04	nn2	25657
omit	0.142049431801	0.132662549615	0.088782183826	0.0943859703838	0.11334433034000002	0.040190428495400006	18.079447985199998	eng	v	3920	Abstract	Neither	omit	0.39	vv0	20285
omits	0.0822094120085	0.09563418105249999	0.10379569977499999	0.0414996296167	0.09011993929739999	0.038776233792300004	1.4595099145500001		v	18229	Neither	Neither	omit	0.01	vvz	37568
omitted	0.0897018611431	0.114639271051	0.13164527714299998	0.0523372888565	0.14804840833	0.035244674421900005	25.5149693224		v	3049	Neither	Abstract	omit	0.26	vvn	9263
omitting	0.138000771403	0.12253129482200001	0.113370548934	0.0580372381955	0.14948388189099998	0.0173518396914	4.1942550795499995		v	10478	Abstract	Neither	omit	0.06	vvg	33295
omnibus	0.00342051112966	-0.014439971186200001	0.0121431557927	0.005536825861779999	0.0243252301589	-0.016478257253799998	5.25529436195	eng	f	9174	Neither	Neither	omnibus	0.27	nn1	28946
omnipotence	0.169834330678	0.16552387178	0.16528106480799998	0.115079984069	0.0916136652231	0.23943913728	5.516546373810001	eng	n	8860	Abstract	Abstract	omnipotence	0.04	nn1	46604
omnipotent	0.07083777338269999	0.14968239515999998	0.16296220570800002	0.0926394201815	0.0588431581854	0.223378382623	5.473078769219999	eng	j	8922	Neither	Abstract	omnipotent	0.04	jj	35097
omnipresence	0.210837252438	0.215144000947	0.26725156605300004	0.166040040552	0.163144819439	0.24540290981600002	1.26621585739		n	19483	Abstract	Abstract	omnipresence	0.04	nn1	52478
omnipresent	0.0875310897827	0.17890049517200002	0.218343444169	0.130648575723	0.12539728730900002	0.28518627584	0.9931043520180001		j	21765	Neither	Abstract	omnipresent	0.02	jj	26007
omniscience	0.203223250806	0.21443771570999998	0.248224139214	0.160836294293	0.13358655572	0.217193931341	1.8867827879900003	eng	n	16197	Abstract	Abstract	omniscience	0.03	nn1	50464
omniscient	0.0921382457017	0.181215450168	0.22967338562	0.144272916019	0.0990691483023	0.26121276617	1.8483346675599999	eng	j	16344	Neither	Abstract	omniscient	0.04	jj	32831
on	-0.06811660528180001	-0.0637513622641	-0.07186627760530001	-0.116327509284	-0.10022012516899999	-0.0644503645599	3735.24734957	eng	p	32	Neither	Neither	on	0.05	ii	17
once	0.0021864286172800004	0.0390937104822	0.0331561174244	0.018257429823200003	-0.127409487963	0.040284018963599996	279.916923531	frm	a	322	Neither	Neither	once	0.22	rr	281
one	-0.07513629272580001	-0.049747081473400005	-0.0037917821900899998	-0.0789416767657	-0.095272231847	0.0741213001311	2489.17434216	eng	c	48	Neither	Neither	one	0.13	mc	57
onerous	0.15066225081700002	0.155670404434	0.19192172587	0.13394350185999998	0.261784166098	0.10081342235200001	1.0769797081799999	eng	j	20969	Abstract	Abstract	onerous	0.01	jj	22233
onion	-0.168447315693	-0.31209525466	-0.224458232523	-0.16912962496300002	-0.17904175817899998	-0.0517468377948	3.28004195613	eng	n	12034	Concrete	Concrete	onion	0.06	nn1	3983
onions	-0.18486764282	-0.312339037657	-0.260032102466	-0.183217905462	-0.221304327249	-0.08484855294230001	4.479353929619999		n	10063	Concrete	Concrete	onion	0.05	nn2	5025
only	0.08390424400560001	0.13491576165	0.147001855075	0.0511677451432	0.0521918423473	0.0966049320996	1454.76450909	eng	a	73	Neither	Abstract	only	0.06	rr	104
onset	0.015994022833200002	-0.07172032073139999	-0.0898130610585	-0.0571079049259	-0.033873122185499996	-0.0151213640347	1.9346919091499999	eng	n	15978	Neither	Neither	onset	0.02	nn1	8788
onward	-0.031369840726299995	-0.0568167064339	-0.109393753112	-0.101367626339	-0.179993852973	-0.0518384855241	1.15952613062	eng	a	20263	Neither	Neither	onward	0.09	rr	16788
oof	-0.0256008133293	-0.0647910647094	-0.045969417318699995	-0.0572589430958	-0.0334346937016	-0.0377671001479	1.6833364753100002	eng	n	17076	Neither	Neither	oof	0.71	uh	61059
oooo	-0.11493536830000001	-0.129762291908	-0.10426487773700001	-0.110817287117	-0.0180242359638	-0.047596110031000005	0.922093884694		a	22465	Neither	Neither	oooo	0.82	uh	67450
op	-0.021974046714599998	-0.0110846897587	-0.0415858700871	-0.0153555367142	0.029885348863900003	-0.013290873263100002	22.565306650700002	eng	v	3338	Neither	Neither	op	0.32	nn1	18734
opaque	-0.0866036638618	-0.15377101302100002	-0.0717635303736	-0.141992613673	0.0330547876656	0.129140794277	3.07159706494	eng	j	12503	Neither	Neither	opaque	0.03	jj	12562
open	-0.0364862121642	-0.032428557053200004	-0.0755676589906	-0.08112848550089999	-0.09482134506100001	-0.0539544783532	192.101206495	eng	j	452	Neither	Neither	open	0.11	jj	529
opened	-0.062464280054	-0.0803769640624	-0.0920045524835	-0.18927554786200002	-0.11177843436599999	-0.0999242216347	70.3118250475		v	1223	Neither	Neither	open	0.01	vvd	1166
opening	-0.027454839087999998	-0.161693826318	-0.13445875048699998	-0.23666805774	-0.0948943533003	-0.08099145814770001	39.1575723836	eng	v	2123	Neither	Concrete	opening	0.07	nn1	1865
openings	-0.0703785270452	-0.181674227119	-0.135633960366	-0.226940222084	-0.07055365666749999	-0.0426239706576	3.2155582358599997		n	12164	Neither	Neither	opening	0.04	nn2	11494
